title,genres,release_year,overview,imdb_id,budget,revenue,vote_average,vote_count,release_decade
Bayou,Drama,1957,"A community of Cajun fishermen living around a remote bayou includes one authentic beauty, Marie, who wants to better herself but must deal with the unwelcome attentions of storekeeper Ulysses. When she meets Martin Davis, visiting New York architect, they hit it off at once; but the sinister Ulysses is not inclined to suffer a Yankee rival.",tt0050173,0,0.0,0.0,0.0,1950-1959
A King in New York,"Comedy, Drama",1957,"Due to a revolution in his country, King Shahdov comes to New York - almost broke. To get some money he goes to TV, making commercials and meets the child from communist parents. Due to this he is suddenly a suspected as a communist himself and has to face one of McCarthy's hearings.",tt0050598,0,0.0,7.1,38.0,1950-1959
An Affair to Remember,"Drama, Romance",1957,"Nickie Ferrante's return to New York to marry a rich heiress is well publicized as are his many antics and affairs. He meets a nightclub singer Terry McKay who is also on her way home to her longtime boyfriend. She sees him as just another playboy and he sees her as stand-offish but over several days they soon find they've fallen in love. Nickie has never really worked in his life so they agree that they will meet again in six months time atop the Empire State building. This will give them time to deal with their current relationships and for Nickie to see if he can actually earn a living. He returns to painting and is reasonably successful. On the agreed date, Nickie is waiting patiently for Terry who is racing to join him. Fate intervenes however resulting in misunderstanding and heartbreak and only fate can save their relationship.",tt0050105,0,0.0,7.1,101.0,1950-1959
Sweet Smell of Success,Drama,1957,"New York City newspaper writer J.J. Hunsecker holds considerable sway over public opinion with his Broadway column, but one thing that he can't control is his younger sister, Susan, who is in a relationship with aspiring jazz guitarist Steve Dallas. Hunsecker strongly disproves of the romance and recruits publicist Sidney Falco to find a way to split the couple, no matter how ruthless the method.",tt0051036,0,0.0,7.5,108.0,1950-1959
The Helen Morgan Story,"Drama, Music, Romance",1957,"The 1920's and 30's career of singer Helen Morgan is followed from her early days singing outdoors in a carnival, through her speak-easy and chorus-girl days, to her stardom on Broadway in Ziegfeld's ""Show Boat"". Her involvement with Larry Maddux, a gin-runner and con-man, and Russell Wade, a prominent, married New York lawyer, and her decline thanks to these failed romances and alcohol are punctuated by performances of many of the songs she made famous.",tt0050494,0,0.0,0.0,0.0,1950-1959
On the Bowery,Documentary,1957,"A mix of documentary and scripted footage on the Bowery, New York City's skid row. Against a backdrop of men (and a few women) drinking in bars, talking and arguing, and sleeping on sidewalks, we have the story of Ray.",tt0050800,0,0.0,6.3,9.0,1950-1959
The Spirit of St. Louis,"Action, Drama, History",1957,Charles 'Slim' Lindbergh struggles to finance and design an airplane that will make his New York to Paris flight the first solo transatlantic crossing.,tt0051003,0,0.0,6.4,36.0,1950-1959
The James Dean Story,Documentary,1957,"Released two years after James Dean's death, this documentary chronicles his short life and career via black-and-white still photographs, interviews with the aunt and uncle who raised him, his paternal grandparents, a New York City cabdriver friend, the owner of his favorite Los Angeles restaurant, outtakes from East of Eden, footage of the opening night of Giant, and Dean's ironic PSA for safe driving.",tt0050558,0,0.0,6.2,6.0,1950-1959
Miracle in the Rain,"Drama, Romance",1956,Wartime romance about a lonely man and woman who meet one rainy afternoon in New York.,tt0049509,0,0.0,8.5,2.0,1950-1959
Rumble on the Docks,"Crime, Drama",1956,A juvenile delinquent (James Darren) puts his gang behind a New York waterfront union racketeer (Michael Granger).,tt0049693,0,0.0,0.0,0.0,1950-1959
Patterns,Drama,1956,A New York corporate boss (Everett Sloane) grooms an Ohio engineer (Van Heflin) for the No. 2 man's (Ed Begley) job.,tt0049601,0,0.0,7.5,5.0,1950-1959
The Solid Gold Cadillac,"Comedy, Romance",1956,"Laura Partridge is a very enthusiastic small stockholder of 10 shares in International Projects, a large corporation based in New York. She attends her first stockholder meeting ready to question the board of directors from their salaries to their operations.",tt0049777,0,0.0,6.8,3.0,1950-1959
Lovers and Lollipops,"Romance, Drama",1956,"Ann, an attractive widowed New York model, lives in an apartment with her daughter Peggy. The courtship of Ann by visiting engineer Larry, and accompanying misadventures, are seen alternately from their and Peggy's viewpoint. Filmed realistically at many New York locations",tt0049453,0,0.0,7.0,2.0,1950-1959
New York Confidential,"Crime, Drama",1955,"Story follows the rise and subsequent fall of the notorious head of a New York crime family, who decides to testify against his pals in order to avoid being killed by his fellow cohorts.",tt0048421,0,0.0,4.4,4.0,1950-1959
Guys and Dolls,"Comedy, Music, Romance",1955,"In New York, a gambler is challenged to take a cold female missionary to Havana, but they fall for each other, and the bet has a hidden motive to finance a crap game.",tt0048140,5500000,0.0,6.9,55.0,1950-1959
My Sister Eileen,"Comedy, Music",1955,"Ruth and her beautiful sister Eileen come to New York's Greenwich Village looking for ""fame, fortune and a 'For Rent' sign on Barrow Street"". They find an apartment, but fame and fortune are a lot more elusive. Ruth gets the attention of playboy publisher Bob Baker when she submits a story about her gorgeous sister Eileen. She tries to keep his attention by convincing him that she and the gorgeous, man-getting Eileen are one and the same person.",tt0048401,0,0.0,7.3,3.0,1950-1959
Queen Bee,Drama,1955,"A devilish Southern woman, married to a man who despises her, manages to manipulate those around her under the guise of being kind. But, when her sister-in-law is engaged to be married to the woman's former lover and her husband starts up an affair with her cousin, visting from New York, things start to go awry and she sets a plan to destroy it all.",tt0048527,0,0.0,5.9,6.0,1950-1959
Killer's Kiss,"Crime, Drama, Thriller",1955,"The film revolves around Davey Gordon (Jamie Smith), a 29 year old welterweight New York boxer in the end of his career, and his relationship with a dancer and her violent employer.",tt0048254,75000,0.0,6.2,101.0,1950-1959
Journey to the Beginning of Time,"Adventure, Fantasy, Family",1955,"Most classical sci-fi from K. Zeman. Four young boys visit a dinosaur exhibit at the New York city Museum of Natural History. They then row out onto Central Park Lake where they find a secret cave and paddle into, and go back-in-time into a wondrous prehistoric world filled with the very dinosaurs they had just seen.",tt0047930,0,0.0,8.0,11.0,1950-1959
Living It Up,"Comedy, Music",1954,"Homer Flagg (Lewis) is a railroad worker in the small town of Desert Hole, New Mexico. One day he finds an abandoned automobile at an old atomic proving ground. His doctor and best friend, Steve Harris (Martin), diagnoses him with radiation poisoning and gives Homer three weeks to live. A reporter for a New York newspaper, hears of Homer's plight and convinces her editor, to provide an all-expenses paid trip to New York.",tt0047184,0,0.0,7.8,4.0,1950-1959
Brigadoon,"Music, Romance, Fantasy",1954,"Americans Jeff and Tommy, hunting in Scotland, stumble upon a village - Brigadoon. They soon learn that the town appears once every 100 years in order to preserve its peace and special beauty. The citizens go to bed at night and when they wake up, it's 100 years later. Tommy falls in love with a beautiful young woman, Fiona, and is torn between staying or going back to his hectic life in New York.",tt0046807,0,0.0,6.8,33.0,1950-1959
Woman's World,Drama,1954,"Needing to fill the position of general manager of his company, and believing that an executive's wife is crucial to her husband's success, auto industry mogul Gifford brings three couples to New York to size up: Jerry and Carol: he hard-driven and self-reliant, she willing to use her beauty to further her husband's career; Sid and Elizabeth, he ulcer-ridden and torn between achieving success and restoring their troubled marriage, she positive that his job will kill him, but gamely agreeing to play the good wife for the duration; and down-to-earth Bill, whose good-natured Katie fears that his promotion would spell the end of their idyllic familiy existence.",tt0047680,0,0.0,5.7,3.0,1950-1959
It Should Happen to You,"Comedy, Drama, Romance",1954,"Gladys Glover has just lost her modeling job when she meets filmmaker Pete Sheppard shooting a documentary in Central Park. For Pete it's love at first sight, but Gladys has her mind on other things, making a name for herself. Through a fluke of advertising she winds up with her name plastered over 10 billboards throughout city.",tt0047123,0,0.0,7.7,7.0,1950-1959
Playgirl,Drama,1954,"If you remember Shelley Winters from ""The Poseidon Adventure"" or ""Bloody Mama,"" you might tend to forget what a knockout she was early in her career. This film will give you the chance to see her as a sexy nightclub singer teaching her just-in-from-the-sticks friend Colleen Miller the ropes in New York City. When Winters finds out that her married boyfriend Barry Sullivan has fallen for Miller, the recriminations...and bullets...start to fly!",tt0047355,0,0.0,3.5,3.0,1950-1959
